id,name,status,sub_cate_id
15619,happilo trail mix,1,26
15620,happilo trail mix small packs,1,26
15621,happilo trail mix dry fruits,1,26
15622,happilo trail mix in grocery ,1,26
15623,nutraj sunflower seeds,1,26
15624,sunflower seeds,1,26
15625,sunflower seeds fo eating,1,26
15626,sunflower seeds 200g,1,26
15627,roastaa sunflower seeds,1,26
15628,tong garden sunflower seeds,1,26
15629,nutty gritties sports mix,1,26
15630,nutty gritties sports,1,26
15631,nutty gritties sports mix 200g pack,1,26
15632,nutty gritties sports in grocery,1,26
15633,pitted prunes,1,26
15634,regency pitted prunes,1,26
15635,regency pitted prunes 240g,1,26
15636,prunes 240g,1,26
15637,tong garden salted cocktail nuts 160g,1,26
15638,tong garden salted nuts ,1,26
15639,tong garden cocktail nuts,1,26
15640,cocktail nuts 160g,1,26
15641,salted nuts 160g,1,26
15642,tong garden tropical nuts,1,26
15643,tong garden fruits mix 180g,1,26
15644,tong garden tropical nuts & fruits mix,1,26
15645,tong garden tropical nuts & fruits mix 180g,1,26
15646,dried mango 150g,1,26
15647,tong garden dried mango,1,26
15648,tong garden dehydrate fruits,1,26
15649,tong garden dry fruits,1,26
15650,nutraj super food mix,1,26
15651,super food mix in natraj,1,26
15652,nutraj super food mix 200g pack,1,26
15653,super food mix in natraj  200g pack,1,26
15654,super food mix,1,26
15655,dry fruits 500g pack,1,26
15656,mix dry fruits 500g pack,1,26
15657,mix dry fruits and nuts,1,26
15658,mix dry fruits combo pack,1,26
15659,molasi royal anjeer 250g,1,26
15660,dalda refined sunflower oil,1,140
15661,fine life extra light olive oil,1,140
15662,fine life extra light olive oil 2ltr pet,1,140
15663,oleev extra virgin olive oil,1,140
15664,extra virgin olive oil in oleev,1,140
15665,garlic paste ,1,27
15666,garlic paste 100g,1,27
15667,catch tamarind paste,1,27
15668,tamarind paste in catch,1,27
15669,suhana paneer bhurji mix 50g,1,27
15670,suhana paneer red chilli mix 50g,1,27
15671,suhana paneer tikka mix 25g,1,27
15672,suhana kaju curry mix 50g,1,27
15673,suhana manchurian mix 80g,1,27
15674,suhana mutter paneer mix 25g,1,27
15675,suhana mutton gravy mix 40g,1,27
15676,palak paneer,1,27
15677, paneer bhurji mix in suhana ,1,27
15678, paneer red chilli mix in suhana ,1,27
15679, paneer tikka mix in suhana ,1,27
15680, kaju curry mix  in suhana ,1,27
15681, manchurian mix in suhana ,1,27
15682, mutter paneer mix in suhana ,1,27
15683, mutton gravy mix in suhana ,1,27
15684, palak paneer in suhana ,1,27
