id,name,status,sub_cate_id
15485,jaggery whole ,1,26
15486,pellet jaggery,1,26
15487,organic brown sugar,1,26
15488,parrys sugar 1kg,1,26
15489,parrys sugar 500g,1,26
15490,parrys sugar 5kg,1,26
15491,parrys free low care sugar,1,26
15492,parrys sugar 1kg pack,1,26
15493,parrys refined sugar 1kg pack,1,26
15494,almond 100g,1,26
15495,almond 250g,1,26
15496,almond 500g,1,26
15497,salted almonds,1,26
15498,american almonds,1,26
15499,california almonds,1,26
15500,almonds in premium,1,26
15501,almonds 1kg,1,26
15502,roasted salted almonds,1,26
15503,salted almonds 15g,1,26
15504,almonds in loose,1,26
15505,roasted salted almonds 145g,1,26
15506,badami,1,26
15507,almonds in dry fruits,1,26
15508,almonds in premium 1kg,1,26
15509,cashew baby bits,1,26
15510,cashew baby bits 1kg,1,26
15511,cashew 500g,1,26
15512,cashew 1kg,1,26
15513,cashew 200g,1,26
15514,roasted cashew 190g,1,26
15515,amith cashew 2pc split ,1,26
15516,molasi cashew royal crunch,1,26
15517,cashew premium,1,26
15518,ru nutz's 4pc split cashew,1,26
15519,ru nutz's 8pc split cashew,1,26
15520,ru nutz's cashew whole,1,26
15521,ru nutz's premium cashew 2pc split,1,26
15522,tong garden salted cashew,1,26
15523,godambi,1,26
15524,akrodu,1,26
15525,akharot,1,26
15526,walnut shell,1,26
15527,walnut without shell,1,26
15528,walnuts 200g,1,26
15529,walnuts 1kg,1,26
15530,walnuts 500g,1,26
15531,walnuts in loose,1,26
15532,molasi walnuts,1,26
15533,nutraj colifornia walnuts,1,26
15534,nutraj premium walnuts,1,26
15535,nutraj regular walnuts,1,26
15536,nutty gritties california walnut,1,26
15537,pro nature organic walnut,1,26
15538,walnut whole in loose,1,26
15539,organic walnuts,1,26
15540,nutraj walnuts,1,26
15541,regency walnuts shell,1,26
15542,green pista,1,26
15543,sulivu,1,26
15544,sanket,1,26
