id,original_price,sell_price,variations_types,stocks
405217,22,22,[],0
251150,18,16,[],40
250543,143,130,1000|500|250,40
249926,286,260,1000|500|2000,40
249944,248,225,1000|500|2000,40
249951,193,175,1000|500|2000,40
249961,275,250,1000|500|2000,40
285818,286,260,1000|500|2000,0
249963,248,225,1000|500|2000,40
249953,291,264,1000|500|2000,0
250544,83,75,[],40
342749,49,44,[],0
250624,275,250,[],40
250625,121,110,1000|500|2000,40
368181,37,33,[],0
250626,49,44,[],0
250512,54,49,[],40
250103,94,85,1000|500|2000,40
250553,66,60,1000|500|2000,40
250110,94,85,1000|500|2000,40
250116,33,30,1000|500|2000,40
250549,18,16,[],40
250122,73,66,1000|500|2000,40
250545,22,20,[],40
250547,7,6,[],0
250492,33,30,1000|500|250,40
250641,55,50,1000|500|250,40
250554,44,40,1000|500|2000,40
250474,61,55,1000|500|250,40
250561,44,40,1000|500|250,40
403952,275,260,[],40
250569,39,35,[],40
250460,55,50,1000|500|250,40
250457,44,40,1000|500|250,40
250445,66,60,1000|500|250,40
250638,110,100,1000|500|2000,40
250521,20,18,[],40
250656,110,100,[],0
250657,138,125,[],40
250462,61,55,1000|500|2000,40
250634,165,150,1000|500|2000,40
250635,165,150,1000|500|2000,40
250536,77,70,1000|500|250,40
273395,77,70,1000|500|2000,0
347642,109,99,1000|500|2000,40
250931,49,44,[],40
250660,154,140,1000|500|2000,40
250465,44,40,1000|500|250,0
250468,44,40,1000|500|250,40
250570,55,50,1000|500|2000,40
250574,33,30,1000|500|2000,40
252663,28,25,[],40
250586,55,50,1000|500|2000,40
250679,30,27,[],40
250438,44,40,1000|500|2000,40
250440,17,15,1000|500|2000,40
250443,28,25,[],40
250680,17,15,[],40
250216,110,100,1000|500|2000,0
250600,66,60,[],0
279522,31,28,1000|500|2000,0
279427,193,175,1000|500|2000,0
250615,6,5,[],40
405152,60,58,1000|500|2000,0
368287,39,35,[],0
405143,38,34,[],0
250511,70,63,[],40
277860,75,50,[],40
250591,83,75,1000|500|2000,40
279433,286,260,1000|500|2000,40
SB0040,176,160,[],0
250200,99,90,[],0
250205,165,150,[],0
250490,138,125,1000|500|250,40
250219,77,70,1000|500|2000,0
250667,149,135,1000|500|250,40
340409,165,150,1000|2000,40
298938,28,25,[],40
250930,39,35,1000|500|2000,40
250658,165,150,1000|500|2000,40
261478,66,60,1000|500|250,40
405202,143,130,1000|500|2000,40
250645,143,130,1000|500|2000,40
250647,165,150,1000|500|2000,40
250231,72,65,1000|500|2000,0
SB0041,253,230,[],0
SB0043,193,175,1000|500|2000,0
SB0042,176,160,1000|500|2000,0
250383,66,60,1000|500|2000,0
SB0039,61,55,1000|500|250,0
250406,88,80,1000|500|2000,0
250683,29,26,[],40
250685,25,22,[],40
249877,66,60,1000|500|2000,40
368136,55,45,[],40
249965,58,52,[],40
250505,69,62,[],40
250507,132,120,[],40
277862,55,44,[],40
249882,88,80,1000|500|2000,0
249885,109,99,1000|500|2000,0
249889,154,140,1000|500|2000,40
357258,54,49,[],0
250662,121,110,1000|500|2000,40
250687,31,28,[],40
250222,43,39,[],40
368197,61,55,[],0
250133,303,275,1000|500|2000,40
250145,219,199,1000|500|2000,0
350478,97,88,1000|500|2000,0
250095,61,55,[],40
253355,329,299,1000|500|2000,0
250174,149,135,1000|500|2000,40
250528,28,25,[],40
250604,83,75,[],40
250538,110,100,1000|500|250,0
250539,22,20,1000|500|250,40
250607,44,40,1000|500|2000,40
250223,88,80,1000|500|2000,0
250608,22,20,1000|500|2000,40
250689,31,28,[],40
307012,40,40,[],40
307011,40,33,[],40
307009,40,33,[],40
307010,40,30,[],40
317850,99,90,[],0
277865,44,40,1000|500|2000,0
368273,120,95,[],40
250531,66,60,1000|500|250,0
250609,55,50,1000|500|2000,40
261662,44,40,[],0
350486,109,99,1000|500|2000,40
250417,18,16,1000|500|2000,40
250437,15,13,1000|500|250,40
250631,165,150,1000|500|2000,40
405186,17,15,[],0
405141,83,80,[],0
405155,13,11,[],0
405146,49,44,[],0
405156,13,12,[],0
405140,44,40,[],0
405149,26,23,[],0
405147,30,30,[],0
405138,31,28,[],0
405158,13,12,[],0
405194,50,50,[],0
405154,15,13,[],0
405161,15,13,[],0
405162,14,12,[],0
405193,67,60,[],0
405163,15,13,[],0
405215,13,12,[],0
405190,83,80,[],0
405216,13,12,[],0
250659,110,100,1000|500|2000,0
250077,105,95,[],40
SB0037,88,80,[],0
SB0038,99,90,[],0
250611,96,87,[],0
250664,165,150,1000|500|2000,40
250665,165,150,1000|500|2000,40
102582,682,470,1000|2000|3000,0
102587,492,339,1000|2000|3000,0
102590,333,229,1000|2000|3000,40
102592,420,289,1000|2000|3000,40
102615,289,199,[],40
106220,579,399,1000|2000|3000,40
106224,1726,1190,1000|2000|3000,40
106227,1146,790,1000|2000|3000,40
106244,1159,799,1000|2000|3000,40
106271,637,439,1000|2000|3000,0
106367,666,459,1000|2000|3000,40
107443,282,194,1000|2000|3000,40
107449,260,179,1000|2000|3000,0
107558,260,179,1000|2000|3000,40
128069,356,245,1000|2000|3000,0
128327,289,199,[],40
134262,1449,999,1000|2000|3000,40
146675,695,479,[],40
246792,289,199,1000|2000|3000,0
270201,462,318,1000|2000|3000,0
319569,398,274,[],0
319957,492,339,1000|2000|3000,40
326807,1087,749,1000|2000|3000,40
326808,971,669,1000|2000|3000,40
326809,856,590,1000|2000|3000,40
326812,179,123,[],0
326815,1681,1159,1000|2000|3000,0
334392,420,289,1000|2000|3000,40
SB0064,2102,1449,1000|2000|3000,0
SB0065,557,506,1000|2000|3000,0
SB0066,2102,1449,1000|2000|3000,0
SB0067,1449,999,1000|2000|3000,0
