id,name,status,sub_cate_id
16574,delmonte pineapple slices,1,62
16575,delmonte pineapple tidbits,1,62
16576,morton pineapple slices,1,62
16577,pineapple slices in delmonte,1,62
16578,pineapple slices in morton,1,62
16579,pineapple slice 439g tin,1,62
16580,pineapple slice 850g tin,1,62
16581,tidbits pineapple ,1,62
16582,morton plups in gourment foods,1,62
16583,my favourite plups in gourment foods,1,62
16584,mango pulp in amrus,1,62
16585,mango pulp in morton,1,62
16586,mango pulp in my favourite,1,62
16587,alphonso mango pulp in amrus,1,62
16588,kesar mango pulp in amrus,1,62
16589,mango pulp 850g tin,1,62
16590,mango pulp 500g tin,1,62
16591,mango pulp 1kg tin,1,62
16592,mango pulp alphonso,1,62
16593,mango pulp tin,1,62
16594,alphonso mango pulp in morton,1,62
16595,totapuri mango pulp in morton,1,62
16596,morton alphonso mango pulp 850g tin,1,62
16597,morton totapuri mango pulp 850g tin,1,62
16598,baked beans,1,62
16599,baked beans in american garden ,1,62
16600,baked beans in morton,1,62
16601,baked beans 420g  tin,1,62
16602,delmonte sweet corn,1,62
16603,morton sweet corn,1,62
16604,sweet corn in morton,1,62
16605,sweet corn in delmonte,1,62
16606,tomato puree,1,62
16607,tomato puree 850g tin,1,62
16608,tomato puree 3kg tin,1,62
16609,tomato puree in morton,1,62
16610,tomato puree in my favourite,1,62
16611,tomato pure in tin,1,62
16612,strawberry plup,1,62
16613,strawberry plup in amrus,1,62
16614,olives in glass bottle 450g,1,62
16615,pitted black olives,1,62
16616,pitted green olives,1,62
16617,black sliced olives ,1,62
16618,green sliced olives,1,62
16619,green suffed olives,1,62
16620,green olives in whole,1,62
16621,pitted black olives in delmonte,1,62
16622,pitted green olives in delmonte,1,62
16623,black sliced olives  in delmonte,1,62
16624,green sliced olives in delmonte,1,62
16625,green suffed olives in delmonte,1,62
16626,green whole olive in delmonte,1,62
16627,delmonte olives in glass bottle,1,62
16628,olives in piited black,1,62
16629,olives in pitted green  ,1,62
16630,olives in black sliced ,1,62
16631,olives in green sliced ,1,62
16632,olives in green suffed ,1,62
16633,olives in green whole,1,62
16634,fruit cocktail,1,62
16635,fruit cocktail in tin,1,62
16636,delmonte fruit cocktail,1,62
16637,fruit cocktail in delmonte,1,62
16638,fruit cocktail 439g tin,1,62
16639,morton baby corn 435g tin,1,62
16640,morton baby corn,1,62
16641,baby corn in morton,1,62
16642,baby corn 435g tin,1,62
16643,morton cherries 850g tin,1,62
16644,morton cherries,1,62
16645,cherries in morton,1,62
16646,cherries 850g tin,1,62
16647,morton fruit cocktail 850g tin ,1,62
16648,fruit cocktail in morton,1,62
16649,fruit cocktail 850g tin,1,62
16650,morton litchies 800g tin,1,62
16651,litchies in morton,1,62
16652,litchies 800g tin,1,62
16653,morton mushrooms 800g tin,1,62
16654,mushrooms 800g tin,1,62
16655,mushrooms in morton,1,62
16656,morton mushrooms,1,62
16657,morton peaches 850g in tin,1,62
16658,peaches 850g tin,1,62
16659,peaches in morton,1,62
16660,morton peaches,1,62
