id,original_price,sell_price,variations_types,stocks,size
342749,275,250,[],0,0
250116,29,26,1000|500|2000,0,1
250474,99,90,1000|500|250,0,1
250638,385,350,1000|500|2000,0,1
250521,61,55,[],100,0
250634,374,340,1000|500|2000,100,1
250635,374,340,1000|500|2000,100,1
250438,66,60,1000|500|2000,100,1
SB0070,39,35,[],0,0
250667,220,200,1000|500|250,100,1
261478,44,40,1000|500|250,100,1
SB0039,219,199,1000|500|250,100,1
250683,39,35,[],0,0
250417,66,60,1000|500|2000,100,1
250659,138,125,1000|500|2000,100,1
